idx	pmid	cancer_name_from_study	cohortsize	cancer_class	gene	ensemblid	mutation_type	element	num_of_mutations	mutatedsamplesize	somatic	germline	evidencetype	evidencemethod	adult_cancer	project_code	data_source_url	cancer_category	primary_site	cancer_full_name	solid_tumor	cancertype	project_source	first_author_first_name	first_author_last_name	journal_name	year	cosmic
1338	31078526	PanCancer	1962	mix	GSTA2	ENSG00000244067	SNV	CTCF-cohesin insulator	15	22	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1339	31078526	PanCancer	1962	mix	GSTA1	ENSG00000243955	SNV	CTCF-cohesin insulator	15	22	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1340	31078526	PanCancer	1962	mix	GSTA5	ENSG00000182793	SNV	CTCF-cohesin insulator	15	22	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1341	31078526	PanCancer	1962	mix	GSTA3	ENSG00000174156	SNV	CTCF-cohesin insulator	15	22	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1342	31078526	PanCancer	1962	mix	GSTA4	ENSG00000170899	SNV	CTCF-cohesin insulator	15	22	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1356	31078526	PanCancer	1962	mix	ACN9	ENSG00000196636	SNV	CTCF-cohesin insulator	8	23	Yes	No	computational prediction	CNCDriver	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1491	31078526	PanCancer	NA	mix	TGFB1	ENSG00000105329	SNV	CTCF-cohesin insulator	NA	NA	Yes	no	gene expression association	Wilcoxon rank-sum test	adult	NA	NA	Mix	Mix	PanCancer	mix	PanCancer	NA	Eric	Liu	Cell Systems	2019	No
1584	PCAWG	Lymph-BNHL	105	primary	hsa-mir-142	ENSG00000284353	SNV	miRNA	15	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-BNHL	NA	Lymphoma	Lymphoid	B-cell non-Hodgkin lymphoma	liquid	Lymph-BNHL	PCAWG	Esther	Rheinbay	Nature	2020	No
1528	PCAWG	Lymph-BNHL	105	primary	WDR74	ENSG00000133316	SNV	5UTR	16	13	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-BNHL	NA	Lymphoma	Lymphoid	B-cell non-Hodgkin lymphoma	liquid	Lymph-BNHL	PCAWG	Esther	Rheinbay	Nature	2020	No
1575	PCAWG	Lymph-BNHL	105	primary	NEAT1	ENSG00000245532	SNV	lncRNA	128	25	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-BNHL	NA	Lymphoma	Lymphoid	B-cell non-Hodgkin lymphoma	liquid	Lymph-BNHL	PCAWG	Esther	Rheinbay	Nature	2020	No
1574	PCAWG	Lymph-BNHL	105	primary	MALAT1	ENSG00000251562	SNV	lncRNA	64	30	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-BNHL	NA	Lymphoma	Lymphoid	B-cell non-Hodgkin lymphoma	liquid	Lymph-BNHL	PCAWG	Esther	Rheinbay	Nature	2020	No
1551	PCAWG	Lymph-BNHL	105	primary	RNU12	ENSG00000270022	SNV	lncRNA promoter	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-BNHL	NA	Lymphoma	Lymphoid	B-cell non-Hodgkin lymphoma	liquid	Lymph-BNHL	PCAWG	Esther	Rheinbay	Nature	2020	No
1576	PCAWG	Lymph-CLL	90	primary	G025135	none	SNV	lncRNA	6	4	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-CLL	NA	Leukemia	Lymphoid	Chronic Lymphoctytic Leukemia	liquid	CLL	PCAWG	Esther	Rheinbay	Nature	2020	No
1529	PCAWG	Lymph-CLL	90	primary	WDR74	ENSG00000133316	SNV	5UTR	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymph-CLL	NA	Leukemia	Lymphoid	Chronic Lymphoctytic Leukemia	liquid	CLL	PCAWG	Esther	Rheinbay	Nature	2020	No
1540	PCAWG	Breast-AdenoCa	195	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Breast-AdenoCa	NA	Carcinoma	Breast	Breast Invasive Carcinoma	solid	BRCA	PCAWG	Esther	Rheinbay	Nature	2020	No
1519	PCAWG	Skin-Melanoma	107	primary	TERT	ENSG00000164362	SNV	promoter	59	54	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Skin-Melanoma	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1520	PCAWG	Skin-Melanoma	107	primary	ZSWIM6	ENSG00000130449	SNV	promoter	12	11	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Skin-Melanoma	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	PCAWG	Esther	Rheinbay	Nature	2020	No
1557	PCAWG	Skin-Melanoma	107	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Skin-Melanoma	NA	Carcinoma	Skin	Skin Cutaneous Melanoma	solid	SKCM	PCAWG	Esther	Rheinbay	Nature	2020	No
1495	PCAWG	Eso-AdenoCa	97	primary	TP53TG1	ENSG00000182165	SNV	enhancer	10	9	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Eso-AdenoCa	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	PCAWG	Esther	Rheinbay	Nature	2020	No
1507	PCAWG	Eso-AdenoCa	97	primary	SDCCAG8	ENSG00000054282	SNV	promoter	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Eso-AdenoCa	NA	Carcinoma	Esophagus	Esophageal Carcinoma	solid	ESCA	PCAWG	Esther	Rheinbay	Nature	2020	No
1513	PCAWG	Liver-HCC	314	primary	WDR74	ENSG00000133316	SNV	promoter	13	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	No
1536	PCAWG	Liver-HCC	314	primary	ALB	ENSG00000163631	SNV	3UTR	15	14	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	No
1512	PCAWG	Liver-HCC	314	primary	TERT	ENSG00000164362	SNV	promoter	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1573	PCAWG	Liver-HCC	314	primary	NEAT1	ENSG00000245532	SNV	lncRNA	124	103	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	No
1550	PCAWG	Liver-HCC	314	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	8	8	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	No
1511	PCAWG	Liver-HCC	314	primary	IFI44L	ENSG00000137959	SNV	promoter	21	8	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Liver-HCC	NA	Carcinoma	Liver	Liver Hepatocellular Carcinoma	solid	LIHC	PCAWG	Esther	Rheinbay	Nature	2020	No
1558	PCAWG	Stomach-AdenoCa	68	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	5	4	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Stomach-AdenoCA	NA	Carcinoma	Stomach	Stomach Adenocarcinoma	solid	STAD	PCAWG	Esther	Rheinbay	Nature	2020	No
1498	PCAWG	Bladder-TCC	23	primary	TERT	ENSG00000164362	SNV	promoter	16	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Bladder-TCC	NA	Carcinoma	Bladder	Bladder Urothelial Carcinoma	solid	BLCA	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1556	PCAWG	Prost-AdenoCa	199	primary	RP5-997D16.2	ENSG00000230163	SNV	lncRNA promoter	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Prost-AdenoCA	NA	Carcinoma	Prostate	Prostate Adenocarcinoma	solid	PRAD	PCAWG	Esther	Rheinbay	Nature	2020	No
1510	PCAWG	Head-SCC	56	primary	TERT	ENSG00000164362	SNV	promoter	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Head-SCC	NA	Carcinoma	Head and Neck	Head and Neck Squamous Cell Carcinoma	solid	HNSC	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1515	PCAWG	Ovary-AdenoCa	110	primary	POLR3E	ENSG00000058600	SNV	promoter	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Ovary-AdenoCA	NA	Carcinoma	Ovary	Ovarian Serous Cystadenocarcinoma	solid	OV	PCAWG	Esther	Rheinbay	Nature	2020	No
1553	PCAWG	Ovary-AdenoCa	110	primary	RP11-440L14.1	ENSG00000249592	SNV	lncRNA promoter	4	4	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Ovary-AdenoCA	NA	Carcinoma	Ovary	Ovarian Serous Cystadenocarcinoma	solid	OV	PCAWG	Esther	Rheinbay	Nature	2020	No
1527	PCAWG	Lung-AdenoCa	37	primary	DTL	ENSG00000143476	SNV	5UTR	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lung-AdenoCA	NA	Carcinoma	Lung	Lung Adenocarcinoma	solid	LUAD	PCAWG	Esther	Rheinbay	Nature	2020	No
1522	PCAWG	Thy-AdenoCa	48	primary	TERT	ENSG00000164362	SNV	promoter	12	11	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Thy-AdenoCA	NA	Carcinoma	Thyroid	Papillary Thyroid Carcinoma	solid	THCA	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1499	PCAWG	CNS-GBM	39	primary	TERT	ENSG00000164362	SNV	promoter	26	26	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	CNS-GBM	NA	Carcinoma	Brain	Glioblastoma Multiforme	solid	GBM	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1548	PCAWG	Kidney-RCC	143	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Kidney-RCC	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	PCAWG	Esther	Rheinbay	Nature	2020	No
1571	PCAWG	Kidney-RCC	143	primary	NEAT1	ENSG00000245532	SNV	lncRNA	39	31	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Kidney-RCC	NA	Carcinoma	Kidney	Kidney Renal Clear Cell Carcinoma	solid	KIRC	PCAWG	Esther	Rheinbay	Nature	2020	No
1500	PCAWG	CNS-Medullo	141	primary	TERT	ENSG00000164362	SNV	promoter	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	CNS-Medullo	NA	Carcinoma	Central Nerve System	Medullablastoma	solid	MB	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1593	PCAWG	Panc-Endocrine	81	primary	RNU6-573P	ENSG00000206665	SNV	small RNA	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Panc-Endocrine	NA	Carcinoma	Pancreas	Pancreatic Endocrine Neoplasmas	solid	Panc-Endocrine	PCAWG	Esther	Rheinbay	Nature	2020	No
1566	PCAWG	meta_Carcinoma	1856	primary	RPPH1	ENSG00000259001	SNV	lncRNA	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1504	PCAWG	meta_Carcinoma	1856	primary	TERT	ENSG00000164362	SNV	promoter	56	54	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1543	PCAWG	meta_Carcinoma	1856	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	34	32	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1524	PCAWG	meta_Carcinoma	1856	primary	WDR74	ENSG00000133316	SNV	5UTR	42	38	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1503	PCAWG	meta_Carcinoma	1856	primary	HIST1H2AM	ENSG00000233224	SNV	promoter	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1588	PCAWG	meta_Carcinoma	1856	primary	Ala.TGC	none	SNV	small RNA	11	10	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1564	PCAWG	meta_Carcinoma	1856	primary	MALAT1	ENSG00000251562	SNV	lncRNA	145	100	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1502	PCAWG	meta_Carcinoma	1856	primary	HES1	ENSG00000114315	SNV	promoter	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1563	PCAWG	meta_Carcinoma	1856	primary	CTD-2105E13.15	ENSG00000269275	SNV	lncRNA	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1565	PCAWG	meta_Carcinoma	1856	primary	NEAT1	ENSG00000245532	SNV	lncRNA	389	298	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1544	PCAWG	meta_Carcinoma	1856	primary	RP11-440L14.1	ENSG00000249592	SNV	lncRNA promoter	14	14	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1493	PCAWG	meta_Carcinoma	1856	primary	TP53TG1	ENSG00000182165	SNV	enhancer	16	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1542	PCAWG	meta_Carcinoma	1856	primary	MIR663A	ENSG00000227195	SNV	lncRNA promoter	74	61	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1533	PCAWG	meta_Carcinoma	1856	primary	TOB1	ENSG00000141232	SNV	3UTR	21	19	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Carcinoma	NA	Carcinoma	Mix	Carcinoma	solid	Carcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1526	PCAWG	meta_Hematopoietic_system	235	primary	WDR74	ENSG00000133316	SNV	5UTR	23	20	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Hematopoietic system	NA	Carcinoma	Blood	Hematopoietic system	solid	Hematopoietic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1535	PCAWG	meta_Hematopoietic_system	235	primary	NFKBIZ	ENSG00000144802	SNV	3UTR	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Hematopoietic system	NA	Carcinoma	Blood	Hematopoietic system	solid	Hematopoietic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1570	PCAWG	meta_Hematopoietic_system	235	primary	NEAT1	ENSG00000245532	SNV	lncRNA	132	26	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Hematopoietic system	NA	Carcinoma	Blood	Hematopoietic system	solid	Hematopoietic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1569	PCAWG	meta_Hematopoietic_system	235	primary	MALAT1	ENSG00000251562	SNV	lncRNA	70	36	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Hematopoietic system	NA	Carcinoma	Blood	Hematopoietic system	solid	Hematopoietic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1547	PCAWG	meta_Hematopoietic_system	235	primary	RNU12	ENSG00000270022	SNV	lncRNA promoter	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Hematopoietic system	NA	Carcinoma	Blood	Hematopoietic system	solid	Hematopoietic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1492	PCAWG	meta_Adenocarcinoma	1631	primary	TP53TG1	ENSG00000182165	SNV	enhancer	14	13	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1586	PCAWG	meta_Adenocarcinoma	1631	primary	RNY5	ENSG00000252310	SNV	small RNA	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1587	PCAWG	meta_Adenocarcinoma	1631	primary	Ala.TGC	none	SNV	small RNA	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1561	PCAWG	meta_Adenocarcinoma	1631	primary	RPPH1	ENSG00000259001	SNV	lncRNA	10	10	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1562	PCAWG	meta_Adenocarcinoma	1631	primary	G029190	none	SNV	lncRNA	29	28	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1497	PCAWG	meta_Adenocarcinoma	1631	primary	TERT	ENSG00000164362	SNV	promoter	32	31	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1559	PCAWG	meta_Adenocarcinoma	1631	primary	MALAT1	ENSG00000251562	SNV	lncRNA	114	88	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1539	PCAWG	meta_Adenocarcinoma	1631	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	32	30	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1585	PCAWG	meta_Adenocarcinoma	1631	primary	RNU5A-1	ENSG00000199568	SNV	small RNA	9	9	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1523	PCAWG	meta_Adenocarcinoma	1631	primary	WDR74	ENSG00000133316	SNV	5UTR	32	30	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1560	PCAWG	meta_Adenocarcinoma	1631	primary	NEAT1	ENSG00000245532	SNV	lncRNA	348	265	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Adenocarcinoma	NA	Carcinoma	Mix	Adenocarcinoma	solid	Adenocarcinoma	PCAWG	Esther	Rheinbay	Nature	2020	No
1514	PCAWG	meta_Lymphatic_system	197	primary	WDR74	ENSG00000133316	SNV	promoter	21	19	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymphatic system	NA	Lymphoma	Lymphoid	Lymphatic system	solid	Lymphatic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1578	PCAWG	meta_Lymphatic_system	197	primary	NEAT1	ENSG00000245532	SNV	lncRNA	132	26	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymphatic system	NA	Lymphoma	Lymphoid	Lymphatic system	solid	Lymphatic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1577	PCAWG	meta_Lymphatic_system	197	primary	MALAT1	ENSG00000251562	SNV	lncRNA	70	36	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymphatic system	NA	Lymphoma	Lymphoid	Lymphatic system	solid	Lymphatic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1537	PCAWG	meta_Lymphatic_system	197	primary	NFKBIZ	ENSG00000144802	SNV	3UTR	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymphatic system	NA	Lymphoma	Lymphoid	Lymphatic system	solid	Lymphatic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1552	PCAWG	meta_Lymphatic_system	197	primary	RNU12	ENSG00000270022	SNV	lncRNA promoter	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Lymphatic system	NA	Lymphoma	Lymphoid	Lymphatic system	solid	Lymphatic system	PCAWG	Esther	Rheinbay	Nature	2020	No
1567	PCAWG	meta_Digestive_tract	797	primary	NEAT1	ENSG00000245532	SNV	lncRNA	226	166	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1589	PCAWG	meta_Digestive_tract	797	primary	RNY1	ENSG00000201098	SNV	small RNA	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1506	PCAWG	meta_Digestive_tract	797	primary	WDR74	ENSG00000133316	SNV	promoter	29	27	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1568	PCAWG	meta_Digestive_tract	797	primary	RPPH1	ENSG00000259001	SNV	lncRNA	6	6	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1525	PCAWG	meta_Digestive_tract	797	primary	PTDSS1	ENSG00000156471	SNV	5UTR	12	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1590	PCAWG	meta_Digestive_tract	797	primary	RNY5	ENSG00000252310	SNV	small RNA	4	4	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1591	PCAWG	meta_Digestive_tract	797	primary	Met.CAT	none	SNV	small RNA	5	5	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1534	PCAWG	meta_Digestive_tract	797	primary	ALB	ENSG00000163631	SNV	3UTR	21	19	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1545	PCAWG	meta_Digestive_tract	797	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	16	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1505	PCAWG	meta_Digestive_tract	797	primary	TERT	ENSG00000164362	SNV	promoter	15	15	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1494	PCAWG	meta_Digestive_tract	797	primary	TP53TG1	ENSG00000182165	SNV	enhancer	13	12	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Digestive tract	NA	Carcinoma	Bowel	Digestive tract	solid	Digestive tract	PCAWG	Esther	Rheinbay	Nature	2020	No
1592	PCAWG	meta_Female_reproductive_tract	382	primary	Gly.GCC	none	SNV	small RNA	3	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Female reprodutive system	NA	Carcinoma	Mix	Female reprodutive system	solid	Female reprodutive system	PCAWG	Esther	Rheinbay	Nature	2020	No
1546	PCAWG	meta_Female_reproductive_tract	382	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	8	8	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Female reprodutive system	NA	Carcinoma	Mix	Female reprodutive system	solid	Female reprodutive system	PCAWG	Esther	Rheinbay	Nature	2020	No
1594	PCAWG	meta_Squamous	121	primary	Ala.TGC	none	SNV	small RNA	4	3	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Squamous	NA	Carcinoma	Mix	Squamous	solid	Squamous	PCAWG	Esther	Rheinbay	Nature	2020	No
1521	PCAWG	meta_Squamous	121	primary	TERT	ENSG00000164362	SNV	promoter	8	8	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Squamous	NA	Carcinoma	Mix	Squamous	solid	Squamous	PCAWG	Esther	Rheinbay	Nature	2020	Yes
1541	PCAWG	meta_Breast	208	primary	RMRP	ENSG00000269900	SNV	lncRNA promoter	7	7	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	Breast	NA	Carcinoma	Breast	Breast	solid	Breast	PCAWG	Esther	Rheinbay	Nature	2020	No
1501	PCAWG	meta_CNS	287	primary	TERT	ENSG00000164362	SNV	promoter	42	42	Yes	No	computational prediction	intergating 13 algorithms and filtering	adult	CNS	NA	Carcinoma	Central Nerve System	CNS	solid	CNS	PCAWG	Esther	Rheinbay	Nature	2020	Yes
